"Position","Name","Game","Salary","AvgPointsPerGame","Played","Team","Opponent","Injury Indicator","",
"WR","Brandon Coleman","NO@IND","4800","3.6","6","NO","IND","",
"K","Dustin Hopkins","TB@WAS","4800","9","5","WAS","TB","",
"QB","Joe Webb","PHI@CAR","4800","0","5","CAR","PHI","",
"WR","Keith Mumphery","HOU@MIA","4800","2.8","6","HOU","MIA","",
"K","Nick Folk","NYJ@NE","4700","8.6","5","NYJ","NE","",
"RB","David Cobb","ATL@TEN","4700","0","0","TEN","ATL","IR","",
"RB","Branden Oliver","OAK@SD","4700","2.3","6","SD","OAK","",
"K","Josh Brown","DAL@NYG","4700","9.7","6","NYG","DAL","",
"RB","Foswhitt Whittaker","PHI@CAR","4700","1.7","5","CAR","PHI","",
"WR","Corey (Philly) Brown","PHI@CAR","4700","4.4","5","CAR","PHI","",
"WR","Devin Smith","NYJ@NE","4700","2.6","3","NYJ","NE","",
"K","Josh Lambo","OAK@SD","4700","8.7","6","SD","OAK","",
"WR","Chris Owusu","NYJ@NE","4700","3.8","2","NYJ","NE","P","",
"RB","Matt Asiata","MIN@DET","4700","2.4","5","MIN","DET","P","",
"WR","Andre Roberts","TB@WAS","4700","1.8","5","WAS","TB","P","",
"WR","Charles Johnson","MIN@DET","4700","2.5","3","MIN","DET","P","",
"WR","Brice Butler","DAL@NYG","4700","2.4","3","DAL","NYG","P","",
"TE","Josh Hill","NO@IND","4700","2.6","6","NO","IND","",
"TE","C.J. Fiedorowicz","HOU@MIA","4700","2.5","6","HOU","MIA","",
"K","Graham Gano","PHI@CAR","4700","8.4","5","CAR","PHI","",
"K","Sebastian Janikowski","OAK@SD","4700","8","5","OAK","SD","",
"DST","Atlanta Falcons","ATL@TEN","4700","7.7","6","ATL","TEN","",
"WR","Devin Street","DAL@NYG","4700","0.8","5","DAL","NYG","",
"DST","New England Patriots","NYJ@NE","4700","8.4","5","NE","NYJ","",
"K","Blair Walsh","MIN@DET","4700","7.6","5","MIN","DET","",
"TE","Brent Celek","PHI@CAR","4700","3.4","6","PHI","CAR","",
"RB","Jordan Todman","PIT@KC","4700","0.2","6","PIT","KC","",
"RB","Robert Turbin","CLE@STL","4700","2.7","1","CLE","STL","",
"RB","Bobby Rainey","TB@WAS","4600","0.6","5","TB","WAS","",
"TE","Lance Kendricks","CLE@STL","4600","3.6","5","STL","CLE","Q","",
"K","Nick Novak","HOU@MIA","4600","6.7","3","HOU","MIA","",
